2026-03-18 13:38:48.201 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:30:03.934 | INFO     | __main__:create_random_student_user:48 - Created Auth user: cB06liyEKdZR887RNUoZeCFpC0d2 | test.student27@cfd.nu.edu.pk | password: ZZOh7!@9%Qsh (for testing)
2026-03-18 21:30:04.467 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-027 → UID cB06liyEKdZR887RNUoZeCFpC0d2 at (31.365245, 73.182243)
2026-03-18 21:30:05.613 | INFO     | __main__:create_random_student_user:48 - Created Auth user: 6LHWX3emjNTuafgzcXddGBP0HVO2 | test.student28@cfd.nu.edu.pk | password: 9oLVP3oMde!K (for testing)
2026-03-18 21:30:06.143 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-028 → UID 6LHWX3emjNTuafgzcXddGBP0HVO2 at (31.445661, 73.070059)
2026-03-18 21:30:07.336 | INFO     | __main__:create_random_student_user:48 - Created Auth user: XXPohNLxi8SL2O8TWE7K9XXVYLU2 | test.student29@cfd.nu.edu.pk | password: HsA$1j@QodGL (for testing)
2026-03-18 21:30:07.871 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-029 → UID XXPohNLxi8SL2O8TWE7K9XXVYLU2 at (31.524409, 73.178371)
2026-03-18 21:30:09.021 | INFO     | __main__:create_random_student_user:48 - Created Auth user: EORBT1Cr5gf9w2P0niSuWauNR0Y2 | test.student30@cfd.nu.edu.pk | password: YDyx*kkddoex (for testing)
2026-03-18 21:30:09.558 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-030 → UID EORBT1Cr5gf9w2P0niSuWauNR0Y2 at (31.383303, 73.090464)
2026-03-18 21:35:55.082 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:36:00.192 | WARNING  | __main__:create_random_student:81 - Email test.student1@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:00.932 | WARNING  | __main__:create_random_student:81 - Email test.student2@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:01.624 | WARNING  | __main__:create_random_student:81 - Email test.student3@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:02.338 | WARNING  | __main__:create_random_student:81 - Email test.student4@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:03.045 | WARNING  | __main__:create_random_student:81 - Email test.student5@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:03.716 | WARNING  | __main__:create_random_student:81 - Email test.student6@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:04.400 | WARNING  | __main__:create_random_student:81 - Email test.student7@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:05.034 | WARNING  | __main__:create_random_student:81 - Email test.student8@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:05.735 | WARNING  | __main__:create_random_student:81 - Email test.student9@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:06.463 | WARNING  | __main__:create_random_student:81 - Email test.student10@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:07.144 | WARNING  | __main__:create_random_student:81 - Email test.student11@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:07.829 | WARNING  | __main__:create_random_student:81 - Email test.student12@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:08.504 | WARNING  | __main__:create_random_student:81 - Email test.student13@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:09.193 | WARNING  | __main__:create_random_student:81 - Email test.student14@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:09.870 | WARNING  | __main__:create_random_student:81 - Email test.student15@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:10.555 | WARNING  | __main__:create_random_student:81 - Email test.student16@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:11.244 | WARNING  | __main__:create_random_student:81 - Email test.student17@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:11.972 | WARNING  | __main__:create_random_student:81 - Email test.student18@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:12.669 | WARNING  | __main__:create_random_student:81 - Email test.student19@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:13.389 | WARNING  | __main__:create_random_student:81 - Email test.student20@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:14.100 | WARNING  | __main__:create_random_student:81 - Email test.student21@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:14.796 | WARNING  | __main__:create_random_student:81 - Email test.student22@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:15.500 | WARNING  | __main__:create_random_student:81 - Email test.student23@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:16.209 | WARNING  | __main__:create_random_student:81 - Email test.student24@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:16.920 | WARNING  | __main__:create_random_student:81 - Email test.student25@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:17.551 | WARNING  | __main__:create_random_student:81 - Email test.student26@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:18.207 | WARNING  | __main__:create_random_student:81 - Email test.student27@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:18.905 | WARNING  | __main__:create_random_student:81 - Email test.student28@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:19.617 | WARNING  | __main__:create_random_student:81 - Email test.student29@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:36:20.341 | WARNING  | __main__:create_random_student:81 - Email test.student30@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:13.559 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:37:18.687 | WARNING  | __main__:create_random_student:81 - Email test.student1@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:19.384 | WARNING  | __main__:create_random_student:81 - Email test.student2@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:20.077 | WARNING  | __main__:create_random_student:81 - Email test.student3@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:20.777 | WARNING  | __main__:create_random_student:81 - Email test.student4@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:21.477 | WARNING  | __main__:create_random_student:81 - Email test.student5@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:22.143 | WARNING  | __main__:create_random_student:81 - Email test.student6@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:22.877 | WARNING  | __main__:create_random_student:81 - Email test.student7@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:23.530 | WARNING  | __main__:create_random_student:81 - Email test.student8@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:24.199 | WARNING  | __main__:create_random_student:81 - Email test.student9@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:24.927 | WARNING  | __main__:create_random_student:81 - Email test.student10@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:25.635 | WARNING  | __main__:create_random_student:81 - Email test.student11@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:26.344 | WARNING  | __main__:create_random_student:81 - Email test.student12@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:27.049 | WARNING  | __main__:create_random_student:81 - Email test.student13@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:27.745 | WARNING  | __main__:create_random_student:81 - Email test.student14@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:28.435 | WARNING  | __main__:create_random_student:81 - Email test.student15@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:29.131 | WARNING  | __main__:create_random_student:81 - Email test.student16@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:29.781 | WARNING  | __main__:create_random_student:81 - Email test.student17@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:30.824 | WARNING  | __main__:create_random_student:81 - Email test.student18@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:31.549 | WARNING  | __main__:create_random_student:81 - Email test.student19@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:32.217 | WARNING  | __main__:create_random_student:81 - Email test.student20@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:32.934 | WARNING  | __main__:create_random_student:81 - Email test.student21@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:33.616 | WARNING  | __main__:create_random_student:81 - Email test.student22@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:34.743 | WARNING  | __main__:create_random_student:81 - Email test.student23@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:35.439 | WARNING  | __main__:create_random_student:81 - Email test.student24@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:36.110 | WARNING  | __main__:create_random_student:81 - Email test.student25@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:36.813 | WARNING  | __main__:create_random_student:81 - Email test.student26@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:37.493 | WARNING  | __main__:create_random_student:81 - Email test.student27@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:38.174 | WARNING  | __main__:create_random_student:81 - Email test.student28@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:38.841 | WARNING  | __main__:create_random_student:81 - Email test.student29@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:37:39.574 | WARNING  | __main__:create_random_student:81 - Email test.student30@cfd.nu.edu.pk already exists — skipping
2026-03-18 21:48:08.303 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:48:20.018 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 0r4jEB0yWacuPan0i8lnfDsY6Tf1 (test.student3@cfd.nu.edu.pk)
2026-03-18 21:48:23.626 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 0y46jpTyxPbVwfLNo83NKSBsNUw1 (test.student2@aismarttransport.pk)
2026-03-18 21:48:24.881 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 18pXTrMA2semrQmI24UL601yjH03 (test.student6@aismarttransport.pk)
2026-03-18 21:48:26.909 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 24krPfvNOfcw9C7HB7AUTC0XtGy2 (supervisor4@aismarttransport.pk)
2026-03-18 21:48:28.164 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 25RA51Z3FIWdr6u4GPRZMp5vQtG3 (test.student12@aismarttransport.pk)
2026-03-18 21:48:30.178 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 2PaGDZNTgNXOnEGXYo1Lis8jUPh1 (supervisor1@aismarttransport.pk)
2026-03-18 21:48:31.485 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 2QwfEzCFEyU5z8qHwrj9T1VTEPp1 (test.student6@cfd.nu.edu.pk)
2026-03-18 21:48:32.641 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 2SrNxYRMERZ4ZvFTEBn5mfBpkAp1 (test.student13@cfd.nu.edu.pk)
2026-03-18 21:48:33.598 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 2e6KdwORm3XjhL5DVh5L1pvnnJJ3 (test.student19@cfd.nu.edu.pk)
2026-03-18 21:48:34.548 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 4RlK10FLFJQiaoeizaDS4u9EuNJ2 (test.student20@cfd.nu.edu.pk)
2026-03-18 21:48:35.495 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 4YelFQ3mFZPyq0wSm99SqWAz8dr1 (supervisor5@aismarttransport.pk)
2026-03-18 21:48:36.418 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 6LHWX3emjNTuafgzcXddGBP0HVO2 (test.student28@cfd.nu.edu.pk)
2026-03-18 21:48:37.376 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 7ZXsHkhmxZd4RCfbXPmJ8aVbIF23 (test.student16@cfd.nu.edu.pk)
2026-03-18 21:48:38.376 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 7u93SSJC1sMh5sLjOBKYXYxVE112 (supervisor8@aismarttransport.pk)
2026-03-18 21:48:39.348 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: 8U9EfGq0WbWN9QafXZv4jiH6zpr2 (test.student7@aismarttransport.pk)
2026-03-18 21:48:40.292 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: AboV3lSZ7cQQhBI5JEuEv0GJEiD3 (test.student1@aismarttransport.pk)
2026-03-18 21:48:41.242 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: BKBGY8bYqOWu0bXQ7UoqdYXN9Mh1 (test.student18@aismarttransport.pk)
2026-03-18 21:48:42.184 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: BvxabbIwdHgfXMW5d7xGdX1paNh2 (test.student21@cfd.nu.edu.pk)
2026-03-18 21:48:45.470 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: EORBT1Cr5gf9w2P0niSuWauNR0Y2 (test.student30@cfd.nu.edu.pk)
2026-03-18 21:48:46.447 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: EVxqLw0RzTVliA4sT8dPPM1l4Bk1 (test.student8@aismarttransport.pk)
2026-03-18 21:48:49.783 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: HIX3OyZEL5Qo4hoMnxCfAXft8182 (test.student19@aismarttransport.pk)
2026-03-18 21:48:50.931 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: IvxrDkCERlbK2xkXJBUsD0Gyc522 (supervisor10@aismarttransport.pk)
2026-03-18 21:48:53.050 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: Kdrkq68dP1goJs7qSE8cgTC2til2 (asd@nu.edu.pk)
2026-03-18 21:48:54.358 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: Mdxca03aeeTbJQgq3pPaV636izG2 (test.student7@cfd.nu.edu.pk)
2026-03-18 21:48:56.348 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: NKspButkIqMH6H6HwK2RZ5FogSI2 (test.student20@aismarttransport.pk)
2026-03-18 21:48:57.627 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: NXKfQkzcqVPfyYMFnbndMyBoI0A3 (test.student26@cfd.nu.edu.pk)
2026-03-18 21:48:59.671 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: OBm3hrXlNSPeU2ObayZhZW5Sae12 (supervisor7@aismarttransport.pk)
2026-03-18 21:49:01.326 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: OYRZlHlL03UtMvC7am8dnaSMJNr2 (test.student25@cfd.nu.edu.pk)
2026-03-18 21:49:02.934 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: R149BaELUsVsnW8zXO8rDiOTeDI3 (test.student9@cfd.nu.edu.pk)
2026-03-18 21:49:04.586 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: Tb2j04fUNDRIZOnHXJ5tPkQ3Xfz2 (test.student5@cfd.nu.edu.pk)
2026-03-18 21:49:05.531 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: TnAWDI9R3oZaziUIJhCa0qgLnXo1 (test.student4@cfd.nu.edu.pk)
2026-03-18 21:49:06.594 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: XGnJI3CUgcTFnyCnYpVMwLfEndt1 (test.student17@cfd.nu.edu.pk)
2026-03-18 21:49:07.554 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: XXPohNLxi8SL2O8TWE7K9XXVYLU2 (test.student29@cfd.nu.edu.pk)
2026-03-18 21:49:08.707 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: YPsjtIGNA2XAHLuwotOqxroAaeW2 (supervisor9@aismarttransport.pk)
2026-03-18 21:49:09.963 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: Yqwn9g3mavOKYbJotahDAZuppMf2 (dhdbdg@cfd.nu.edu.pk)
2026-03-18 21:49:10.902 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: Z7xpSy6qiDVTWN11YWe6R1VbxOL2 (test.student12@cfd.nu.edu.pk)
2026-03-18 21:49:11.833 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: ZAY56jw2Ezb3ht5mnQIMbCN8UNZ2 (test.student18@cfd.nu.edu.pk)
2026-03-18 21:49:12.763 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: aaTN2pnNlhVj9n2p0uVTffrDf552 (supervisor6@aismarttransport.pk)
2026-03-18 21:49:13.760 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: cB06liyEKdZR887RNUoZeCFpC0d2 (test.student27@cfd.nu.edu.pk)
2026-03-18 21:49:14.699 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: d9HGfS9WCPes6ipw54sNiJHgtPg2 (supervisor3@aismarttransport.pk)
2026-03-18 21:49:15.660 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: eQqKisNYhFNhV6Y5Z92EBcuKzmQ2 (supervisor2@aismarttransport.pk)
2026-03-18 21:49:16.606 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: eT6wnCUyAZcOdRcRyWWQ0pvT3Qx2 (test.student22@cfd.nu.edu.pk)
2026-03-18 21:49:17.540 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: g33hWGTN4dg3w3REhEuAOLC4o0P2 (test.student2@cfd.nu.edu.pk)
2026-03-18 21:49:18.483 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: gJSFC6M6cOQcluP1PmLOIMlUmlo1 (admina.d.m.i.n@nu.edu.pk)
2026-03-18 21:49:19.424 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: gh5071LcCWQ60iTAkvqOz725w7y1 (test.student10@cfd.nu.edu.pk)
2026-03-18 21:49:20.384 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: h3zzvjYXAnM5idW1JUkq9zREyWL2 (f230628@cfd.nu.edu.pk)
2026-03-18 21:49:21.311 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: h531CC6hsgWSYQH9a8qpjzVmraB2 (waleedadmin@nu.edu.pk)
2026-03-18 21:49:22.229 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: hPjDdrHHsfPXkodTFuZQ3u1vb712 (test.student16@aismarttransport.pk)
2026-03-18 21:49:23.182 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: iS8nXBqm5QdggZsrSbYbBMF49bz1 (test.student24@cfd.nu.edu.pk)
2026-03-18 21:49:24.125 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: jgUSvNtXcROyIYZviZxx2RuLkP23 (test.student4@aismarttransport.pk)
2026-03-18 21:49:25.029 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: kClFwo380LeMfSN4DnnX7K3IIoB3 (test.student3@aismarttransport.pk)
2026-03-18 21:49:26.261 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: kJLLuFMgJZa71FH99zTuxb9tOyb2 (test.student1@cfd.nu.edu.pk)
2026-03-18 21:49:27.209 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: l4BEq64DslgF3bK3sq8EQtG9o2E2 (test.student17@aismarttransport.pk)
2026-03-18 21:49:28.155 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: l654odHMPWQDD1JlnXL5Resyso83 (test.student14@cfd.nu.edu.pk)
2026-03-18 21:49:29.095 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: lBCfVrXl2MTN3ybLySSGU9PoGPJ3 (test.student15@aismarttransport.pk)
2026-03-18 21:49:30.034 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: lW1nVyNntfMK3ZKl3DG6zd5f6Cz1 (supervisor@nu.edu.pk)
2026-03-18 21:49:30.943 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: lYsWBtx9tSYsW817JDuH1b3bHtZ2 (adminadmin@nu.edu.pk)
2026-03-18 21:49:31.878 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: lpOeuEriVlgj2z8a06LXSyGo15H3 (test.student23@cfd.nu.edu.pk)
2026-03-18 21:49:32.835 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: mpkPzElNyQgOj5Gjp2pL2qp9NrC2 (test.student9@aismarttransport.pk)
2026-03-18 21:49:33.780 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: nUxykeoX1TQCQjaQ1922mCt94Xy1 (test.student10@aismarttransport.pk)
2026-03-18 21:49:34.710 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: nqxMp7vFeIU7G00sflOgWlAD0Bs1 (test.student5@aismarttransport.pk)
2026-03-18 21:49:35.743 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: obz6kuQzPRf4nOgNIl5F316jQK22 (test.student11@cfd.nu.edu.pk)
2026-03-18 21:49:36.686 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: qE2S0iKPBHUoAs4synmFPZaLXVw1 (test.student8@cfd.nu.edu.pk)
2026-03-18 21:49:37.627 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: s3sVQ2tcA7UW3jxtqwkx6RKyvxg2 (test.student13@aismarttransport.pk)
2026-03-18 21:49:39.104 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: yJBi5uziuzVmjGGegHWMAgcfwgV2 (test.student15@cfd.nu.edu.pk)
2026-03-18 21:49:40.058 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: yP3D7IKUGfg5ZdjUptplOXfXL7H3 (test.student11@aismarttransport.pk)
2026-03-18 21:49:41.026 | INFO     | __main__:delete_all_auth_users:52 - Deleted auth user: zn21N2UkW4Q2eyg40wsBtITQ4v53 (test.student14@aismarttransport.pk)
2026-03-18 21:49:41.554 | ERROR    | __main__:delete_all_auth_users:71 - Error listing users: 'ListUsersPage' object has no attribute 'page_token'
2026-03-18 21:50:05.910 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:50:11.540 | INFO     | __main__:create_random_student:45 - Created Auth user: QXHaWHZKZldNQh7Mr4djhWeFBxD3 | test.student1@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:12.620 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID QXHaWHZKZldNQh7Mr4djhWeFBxD3
2026-03-18 21:50:14.402 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-001 at (31.390033, 73.077654)
2026-03-18 21:50:15.576 | INFO     | __main__:create_random_student:45 - Created Auth user: wqtKJHI3O6cSKv88QHimGR6UwG32 | test.student2@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:18.437 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID wqtKJHI3O6cSKv88QHimGR6UwG32
2026-03-18 21:50:18.993 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-002 at (31.375083, 73.134172)
2026-03-18 21:50:20.447 | INFO     | __main__:create_random_student:45 - Created Auth user: K6Yab2FgD5ccHiQckQqtLGOhx8p1 | test.student3@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:21.313 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID K6Yab2FgD5ccHiQckQqtLGOhx8p1
2026-03-18 21:50:23.291 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-003 at (31.390601, 73.170407)
2026-03-18 21:50:24.394 | INFO     | __main__:create_random_student:45 - Created Auth user: imkjz0GhBsb5OCWXp8f8caBThia2 | test.student4@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:24.947 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID imkjz0GhBsb5OCWXp8f8caBThia2
2026-03-18 21:50:27.262 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-004 at (31.411439, 73.071451)
2026-03-18 21:50:28.413 | INFO     | __main__:create_random_student:45 - Created Auth user: NaCLF3L22AVIowaWU1kJxJs4VuF2 | test.student5@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:28.973 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID NaCLF3L22AVIowaWU1kJxJs4VuF2
2026-03-18 21:50:29.524 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-005 at (31.306336, 73.088426)
2026-03-18 21:50:30.650 | INFO     | __main__:create_random_student:45 - Created Auth user: nhVBFtKZrEcewixaTgZRANhqn8H3 | test.student6@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:31.193 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID nhVBFtKZrEcewixaTgZRANhqn8H3
2026-03-18 21:50:31.735 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-006 at (31.340502, 73.058870)
2026-03-18 21:50:32.879 | INFO     | __main__:create_random_student:45 - Created Auth user: ZvbvvtSj02aWc1UbOIIpPuPolwC2 | test.student7@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:33.439 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID ZvbvvtSj02aWc1UbOIIpPuPolwC2
2026-03-18 21:50:35.806 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-007 at (31.405823, 73.104038)
2026-03-18 21:50:37.231 | INFO     | __main__:create_random_student:45 - Created Auth user: utdggu2cBQUh3hNqQvBXQ9xFJ1k1 | test.student8@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:37.801 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID utdggu2cBQUh3hNqQvBXQ9xFJ1k1
2026-03-18 21:50:40.094 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-008 at (31.326451, 73.019506)
2026-03-18 21:50:41.197 | INFO     | __main__:create_random_student:45 - Created Auth user: y0KLa26lMdW7FobcCDmhsNuqLi93 | test.student9@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:41.751 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID y0KLa26lMdW7FobcCDmhsNuqLi93
2026-03-18 21:50:44.054 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-009 at (31.364154, 73.034342)
2026-03-18 21:50:45.217 | INFO     | __main__:create_random_student:45 - Created Auth user: KGi6OGVDnTdPFefQ96ZgfqyNfUv2 | test.student10@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:45.773 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID KGi6OGVDnTdPFefQ96ZgfqyNfUv2
2026-03-18 21:50:48.072 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-010 at (31.408589, 73.033759)
2026-03-18 21:50:49.199 | INFO     | __main__:create_random_student:45 - Created Auth user: 1psGhfpTK7N46roErXwJRhuofEK2 | test.student11@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:49.752 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID 1psGhfpTK7N46roErXwJRhuofEK2
2026-03-18 21:50:50.290 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-011 at (31.366164, 73.086228)
2026-03-18 21:50:51.493 | INFO     | __main__:create_random_student:45 - Created Auth user: So7bPJ3SoAN6L85cbQQqFbhlmy22 | test.student12@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:52.039 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID So7bPJ3SoAN6L85cbQQqFbhlmy22
2026-03-18 21:50:52.576 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-012 at (31.511457, 73.185098)
2026-03-18 21:50:53.728 | INFO     | __main__:create_random_student:45 - Created Auth user: bLqbelw6Qnf0JzkjmmPi4L731qy1 | test.student13@cfd.nu.edu.pk | password: waleed
2026-03-18 21:50:54.267 | DEBUG    | __main__:create_random_student:57 - Stored user doc for UID bLqbelw6Qnf0JzkjmmPi4L731qy1
2026-03-18 21:50:54.798 | INFO     | __main__:create_random_student:78 - Created student doc STUDENT-013 at (31.307803, 73.099468)
